depmap_id,cell_line_name,stripped_name,cosmic_id,sanger_id,lineage,disease,aliases
ACH-001340,COV413A,COV413A,,,Ovary/Fallopian Tube,,
ACH-000123,COV434,COV434,,,Ovary/Fallopian Tube,,
ACH-001048,COV504,COV504,,,Ovary/Fallopian Tube,,
ACH-000608,COV644,COV644,,,Ovary/Fallopian Tube,,
ACH-002096,CP50-MEL-B,CP50MELB,753545,SIDM00175,Skin,,
ACH-002097,CP66-MEL,CP66MEL,753546,SIDM00190,Skin,,
ACH-002098,CP67-MEL,CP67MEL,949092,SIDM00189,Skin,,
ACH-001049,CPC-N,CPCN,753547,SIDM00953,Lung,,
ACH-002220,CRO-AP2,CROAP2,906807,SIDM00952,Lymphoid,,
ACH-002393,CRO-AP3,CROAP3,1297440,SIDM00070,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,
ACH-002099,CS1,CS1,1290795,SIDM00199,Bone,,
ACH-002221,CTB-1,CTB1,949088,SIDM00283,Lymphoid,,
ACH-002222,CTV-1,CTV1,753548,SIDM00951,Lymphoid,,
ACH-000998,CW-2,CW2,910554,SIDM00282,Bowel,,
ACH-001050,CW9019,CW9019,,,Soft Tissue,,
ACH-002648,CX-03,CX03,,,Uterus,,
ACH-002223,D-245MG,D245MG,946366,SIDM01021,CNS/Brain,,
ACH-002224,D-247MG,D247MG,946367,SIDM00622,CNS/Brain,,
ACH-002225,D-263MG,D263MG,946368,SIDM00732,CNS/Brain,,
ACH-000055,D283 Med,D283MED,906834,SIDM00888,CNS/Brain,,
ACH-002226,D-336MG,D336MG,946369,SIDM00620,CNS/Brain,,
ACH-000095,D-341MED,D341MED,,SIDM01492,Central Nervous System,Other Solid Cancers,
ACH-001052,D384,D384,,,CNS/Brain,,
ACH-001052,D-384MED,D384MED,,SIDM01856,Central Nervous System,Other Solid Cancers,
ACH-002227,D-392MG,D392MG,946370,SIDM00542,CNS/Brain,,
ACH-002228,D-423MG,D423MG,946372,SIDM00209,CNS/Brain,,
ACH-001053,D425,D425,,,CNS/Brain,,
ACH-001053,D-425MED,D425MED,,SIDM01501,Central Nervous System,Other Solid Cancers,
ACH-001054,D458,D458,,,CNS/Brain,,
ACH-001054,D-458MED,D458MED,,SIDM01493,Central Nervous System,Other Solid Cancers,
ACH-002229,D-502MG,D502MG,946373,SIDM00208,CNS/Brain,,
ACH-002230,D-542MG,D542MG,753549,SIDM00207,CNS/Brain,,
ACH-001055,D556,D556,,,CNS/Brain,,
ACH-001055,D-556MED,D556MED,,SIDM01821,Central Nervous System,Other Solid Cancers,
ACH-002231,D-566MG,D566MG,946377,SIDM00206,CNS/Brain,,
ACH-000243,DAN-G,DANG,1290797,SIDM00950,Pancreas,,
ACH-000211,Daoy,DAOY,906833,SIDM00887,CNS/Brain,,
ACH-000786,Daudi,DAUDI,906831,SIDM00845,Lymphoid,,
ACH-000334,DB,DB,906832,SIDM00886,Lymphoid,,
ACH-000863,DBTRG-05MG,DBTRG05MG,906835,SIDM00867,CNS/Brain,,
ACH-000233,DEL,DEL,906836,SIDM00949,Lymphoid,,
ACH-001057,DERL-2,DERL2,,SIDM01509,Lymphoid,,
ACH-000207,Detroit 562,DETROIT562,906837,SIDM00831,Head and Neck,,
ACH-002232,DG-75,DG75,906838,SIDM00948,Lymphoid,,
ACH-002233,DIFI,DIFI,1789883,SIDM00049,Bowel,,
ACH-002100,DJM-1,DJM1,906841,SIDM00281,Skin,,
ACH-000244,DK-MG,DKMG,906839,SIDM00947,CNS/Brain,,
ACH-001059,DL,DL,,SIDM01507,Soft Tissue,,
ACH-002708,DL-221,DL221,,,Soft Tissue,,
ACH-001060,DL-40,DL40,,SIDM01506,Lymphoid,,
ACH-001061,DLD-1,DLD1,910912,SIDM00787,Bowel,,
ACH-000742,DM-3,DM3,,SIDM01505,Lung,Mesothelioma,
ACH-000530,DMS 114,DMS114,687983,SIDM00865,Lung,,
ACH-000594,DMS-153,DMS153,,SIDM01504,Lung,Small Cell Lung Carcinoma,
ACH-000749,DMS 273,DMS273,687985,SIDM00522,Lung,,
ACH-000844,DMS-454,DMS454,,SIDM01503,Lung,Small Cell Lung Carcinoma,
ACH-000698,DMS 53,DMS53,907295,SIDM00523,Lung,,
ACH-000703,DMS 79,DMS79,753551,SIDM00524,Lung,,
ACH-000981,DND-41,DND41,1297446,SIDM00946,Lymphoid,,
ACH-001492,DOGKIT,DOGKIT,,,Lymphoid,,
ACH-001493,DOGUM,DOGUM,,,Lymphoid,,
ACH-000056,DOHH-2,DOHH2,906842,SIDM00981,Lymphoid,,
ACH-002234,DOK,DOK,910936,SIDM00540,Head and Neck,,
ACH-001341,DoTc2 4510,DOTC24510,906843,SIDM00864,Cervix,,
ACH-001063,DOV13,DOV13,1479987,SIDM00969,Ovary/Fallopian Tube,,
ACH-002235,DSH1,DSH1,753552,SIDM00970,Bladder/Urinary Tract,,
ACH-000979,DU 145,DU145,905935,SIDM00120,Prostate,,
ACH-000258,Du4475,DU4475,906844,SIDM01001,Breast,,
ACH-000925,DV-90,DV90,,SIDM01510,Lung,Non-Small Cell Lung Carcinoma,
ACH-000877,EB1,EB1,906845,SIDM00862,Lymphoid,,
ACH-001064,EB-2,EB2,906846,SIDM00863,Lymphoid,,
ACH-002236,EB-3,EB3,906847,SIDM00793,Lymphoid,,
ACH-000563,EBC-1,EBC1,753554,SIDM00486,Lung,,
ACH-000560,ECC10,ECC10,906848,SIDM00280,Esophagus/Stomach,,
ACH-000225,ECC12,ECC12,906849,SIDM00279,Esophagus/Stomach,,
ACH-001997,ECC2,ECC2,,SIDM01985,Biliary Tract,Biliary Tract Carcinoma,
ACH-002024,ECC4,ECC4,906850,SIDM00069,Bowel,,
ACH-000305,EC-GI-10,ECGI10,753555,SIDM00278,Esophagus/Stomach,,
ACH-000435,EFE-184,EFE184,,SIDM01502,Endometrium,Endometrial Carcinoma,
ACH-000330,EFM-19,EFM19,906851,SIDM01056,Breast,,
ACH-000117,EFM-192A,EFM192A,1290798,SIDM01002,Breast,,
ACH-000308,EFO-21,EFO21,911905,SIDM01052,Ovary/Fallopian Tube,,
ACH-000936,EFO-27,EFO27,906852,SIDM01051,Ovary/Fallopian Tube,,
ACH-001494,EGI-1,EGI1,906853,SIDM01050,Biliary Tract,,
ACH-000038,EHEB,EHEB,906854,SIDM01049,Lymphoid,,
ACH-003100,EJ-1,EJ1,,,Lymphoid,,
ACH-000821,EJM,EJM,1297447,SIDM01048,Lymphoid,,
ACH-000706,EKVX,EKVX,905970,SIDM00119,Lung,,
ACH-000295,EM-2,EM2,906855,SIDM01047,Myeloid,,
ACH-002101,EMC-BAC-1,EMCBAC1,1503369,SIDM00048,Lung,,
ACH-002102,EMC-BAC-2,EMCBAC2,1503370,SIDM00047,Lung,,
ACH-001495,EMTOKA,EMTOKA,,,Uterus,,
ACH-000978,EN,EN,1240127,SIDM01045,Uterus,,
ACH-000198,EOL-1,EOL1,906856,SIDM00277,Myeloid,,
ACH-000198,EoL-1-cell,EoL1cell,906856,SIDM00277,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,AML-EOL-1
ACH-000585,EPLC-272H,EPLC272H,753556,SIDM01044,Lung,,
ACH-002103,ES1,ES1,949158,SIDM00266,Bone,,
ACH-000906,ES-2,ES2,1240128,SIDM00861,Ovary/Fallopian Tube,,
ACH-002104,ES3,ES3,684055,SIDM00265,Bone,,
ACH-002105,ES4,ES4,949156,SIDM00264,Bone,,
ACH-002106,ES5,ES5,684057,SIDM00263,Bone,,
ACH-002107,ES6,ES6,949157,SIDM00262,Bone,,
ACH-002108,ES7,ES7,684059,SIDM00269,Bone,,
ACH-002109,ES8,ES8,949155,SIDM00261,Bone,,
ACH-001496,ESO26,ESO26,1503366,SIDM00539,Esophagus/Stomach,,
ACH-001497,ESO51,ESO51,1503367,SIDM00538,Esophagus/Stomach,,
ACH-000913,ESS-1,ESS1,907000,SIDM01043,Uterus,,
ACH-002650,ETCC-016,ETCC016,,,Lung,,
ACH-002237,ETK-1,ETK1,906861,SIDM00276,Biliary Tract,,
ACH-001065,Evsa-T,EVSAT,906862,SIDM01042,Breast,,
ACH-002110,EW-1,EW1,949163,SIDM00205,Bone,,
ACH-002111,EW-11,EW11,684062,SIDM00203,Bone,,
ACH-002112,EW-12,EW12,949162,SIDM00200,Bone,,
ACH-002113,EW-13,EW13,949166,SIDM00621,Bone,,
ACH-002114,EW-16,EW16,949165,SIDM00198,Bone,,
ACH-002115,EW-18,EW18,949164,SIDM00197,Bone,,
ACH-002116,EW-22,EW22,949167,SIDM00196,Bone,,
ACH-002117,EW-24,EW24,949168,SIDM00195,Bone,,
ACH-002118,EW-3,EW3,949161,SIDM00202,Bone,,
ACH-002119,EW-7,EW7,949160,SIDM00201,Bone,,
ACH-000499,EW-8,EW8,,SIDM01500,Bone,Ewing's Sarcoma,
ACH-000279,EWS-502,EWS502,,SIDM01499,Bone,Ewing's Sarcoma,
ACH-001066,EWS-834,EWS834,,SIDM01713,Bone,,
ACH-000487,F-36P,F36P,,SIDM01498,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-001067,F5,F5,,,CNS/Brain,,
ACH-000846,FaDu,FADU,906863,SIDM00860,Head and Neck,,
ACH-001498,Farage,FARAGE,1297449,SIDM00859,Lymphoid,,
ACH-001068,FE-PD,FEPD,,SIDM01496,Lymphoid,,
ACH-002651,FKH-1,FKH1,,,Myeloid,,
ACH-001500,FLO-1,FLO1,1503361,SIDM01041,Esophagus/Stomach,,
ACH-000903,FTC-133,FTC133,906864,SIDM00213,Thyroid,,
ACH-001501,FTC-236,FTC236,,SIDM00229,Thyroid,,
ACH-000897,FTC-238,FTC238,999825,SIDM00228,Thyroid,,
ACH-000633,FU97,FU97,1290806,SIDM00503,Esophagus/Stomach,,
ACH-001272,Fuji,FUJI,,,Soft Tissue,,
ACH-000574,FU-OV-1,FUOV1,1240129,SIDM01040,Ovary/Fallopian Tube,,
ACH-000082,"G-292, clone A141B1",G292CLONEA141B1,1290807,SIDM00858,Bone,,
ACH-000572,G-361,G361,906865,SIDM00857,Skin,,
ACH-000096,G-401,G401,907299,SIDM00856,Kidney,,
ACH-000375,G-402,G402,907298,SIDM00855,Kidney,,
ACH-001850,G-415,G415,,SIDM01807,Biliary Tract,Biliary Tract Carcinoma,
ACH-000162,GA-10,GA10,1303896,SIDM00854,Lymphoid,,
ACH-002120,GAK,GAK,910932,SIDM00543,Vulva/Vagina,,
ACH-000098,GAMG,GAMG,906868,SIDM01055,CNS/Brain,,
ACH-000738,GB-1,GB1,687568,SIDM00581,CNS/Brain,,
ACH-002349,GBM001,GBM001,,,CNS/Brain,,
ACH-000047,GCIY,GCIY,906869,SIDM00274,Esophagus/Stomach,,
ACH-000835,GCT,GCT,906999,SIDM00853,Soft Tissue,,
ACH-001502,GCT-27,GCT27,,,Testis,,
ACH-000081,GDM-1,GDM1,906870,SIDM01057,Myeloid,,
ACH-002394,Geo,Geo,2164691,SIDM00068,Large Intestine,Colorectal Carcinoma,HCT-GEO
ACH-000756,GI-1,GI1,906871,SIDM00273,CNS/Brain,,
ACH-001344,GI-ME-N,GIMEN,906872,SIDM00227,Peripheral Nervous System,,
ACH-002332,GISTT1,GISTT1,,,Soft Tissue,,
ACH-001071,GLC-82,GLC82,,SIDM01939,Cervix,Cervical Carcinoma,
ACH-002121,G-MEL,GMEL,1240130,SIDM00129,Skin,,
ACH-000102,GMS-10,GMS10,906873,SIDM01074,CNS/Brain,,
ACH-000027,GOS-3,GOS3,,SIDM01635,Central Nervous System,Glioblastoma,
ACH-001716,GOTO,GOTO,906875,SIDM00544,Peripheral Nervous System,,
ACH-000982,GP2d,GP2D,907292,SIDM00536,Bowel,,
ACH-001345,GP5d,GP5D,907291,SIDM00537,Bowel,,
ACH-002643,GRANTA-452,GRANTA452,,,Lymphoid,,
ACH-000073,GRANTA-519,GRANTA519,1303897,SIDM01058,Lymphoid,,
ACH-001072,GR-M,GRM,,SIDM00468,Pancreas,,
ACH-002238,GR-ST,GRST,906877,SIDM01259,Lymphoid,,
ACH-000746,GSS,GSS,,,Esophagus/Stomach,,
ACH-000485,GSU,GSU,,,Esophagus/Stomach,,
ACH-002122,GT3TKB,GT3TKB,907041,SIDM01231,Lung,,
ACH-001503,GUMBUS,GUMBUS,,,Lymphoid,,
ACH-001346,H103,H103,,,Head and Neck,,
ACH-001347,H157,H157,,,Head and Neck,,
ACH-002123,H2369,H2369,1290808,SIDM00104,Pleura,,
ACH-002124,H2373,H2373,1290809,SIDM00103,Pleura,,
ACH-002125,H2461,H2461,1290810,SIDM00102,Pleura,,
ACH-002126,H2591,H2591,1240131,SIDM00101,Pleura,,
ACH-002127,H2595,H2595,1240132,SIDM00100,Pleura,,
ACH-002128,H2722,H2722,1290812,SIDM00099,Pleura,,
ACH-002129,H2731,H2731,1240134,SIDM00098,Pleura,,
ACH-002130,H2795,H2795,1290813,SIDM00154,Pleura,,
ACH-002131,H2803,H2803,1240135,SIDM00309,Pleura,,
ACH-002132,H2804,H2804,1240136,SIDM00310,Pleura,,
ACH-002133,H2810,H2810,1240137,SIDM00311,Pleura,,
ACH-002134,H2818,H2818,1290814,SIDM00520,Pleura,,
ACH-002135,H2869,H2869,1240138,SIDM00519,Pleura,,
ACH-002136,H290,H290,1240139,SIDM00518,Pleura,,
ACH-002239,H3118,H3118,1240140,SIDM00517,Head and Neck,,
ACH-001508,H314,H314,,,Head and Neck,,
ACH-000109,H3255,H3255,1247873,SIDM00046,Lung,Non-Small Cell Lung Carcinoma,NCI-H3255;H3255_DA
ACH-001509,H357,H357,,,Head and Neck,,
ACH-001510,H376,H376,,,Head and Neck,,
ACH-000389,H4,H4,907042,SIDM00852,CNS/Brain,,
ACH-001511,H413,H413,,,Head and Neck,,
ACH-002138,H513,H513,1240141,SIDM00114,Lung,,
ACH-002240,H9,H9,907043,SIDM01251,Lymphoid,,
ACH-001310,HA1E,HA1E,,,Kidney,,
ACH-002139,HA7-RCC,HA7RCC,753558,SIDM00188,Kidney,,
ACH-002241,HAL-01,HAL01,949153,SIDM00289,Lymphoid,,
ACH-002475,HAP1,HAP1,,,Myeloid,,
ACH-000843,HARA,HARA,1240142,SIDM00598,Lung,,
ACH-001736,HB1119,HB1119,,SIDM01428,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,
ACH-002321,HBL-100,HBL100,,,Breast,,
ACH-002242,HC-1,HC1,907044,SIDM01073,Lymphoid,,
ACH-001513,HCA1,HCA1,,SIDM01813,Cervix,Cervical Carcinoma,
ACH-001514,HCC1008,HCC1008,,,Breast,,
ACH-000374,HCC1143,HCC1143,749710,SIDM00866,Breast,,
ACH-002378,HCC1143 BL,HCC1143BL,,SIDM00868,Lymphoid,,
ACH-000578,HCC1171,HCC1171,,SIDM01553,Lung,Non-Small Cell Lung Carcinoma,
ACH-000111,HCC1187,HCC1187,749711,SIDM00885,Breast,,
ACH-002373,HCC1187 BL,HCC1187BL,,SIDM00869,Lymphoid,,
ACH-000868,HCC1195,HCC1195,,SIDM01607,Lung,Other Solid Cancers,
ACH-000901,HCC1359,HCC1359,,SIDM01606,Lung,Non-Small Cell Lung Carcinoma,
ACH-000699,HCC1395,HCC1395,749712,SIDM00884,Breast,,
ACH-002382,HCC1395 BL,HCC1395BL,,SIDM00883,Lymphoid,,
ACH-000277,HCC1419,HCC1419,907045,SIDM00882,Breast,,
ACH-000352,HCC1428,HCC1428,1290905,SIDM00881,Breast,,
ACH-000891,HCC1438,HCC1438,,SIDM01605,Lung,Non-Small Cell Lung Carcinoma,
ACH-000878,HCC-15,HCC15,1240143,SIDM01072,Lung,,
ACH-000349,HCC1500,HCC1500,1303900,SIDM00879,Breast,,
ACH-000930,HCC1569,HCC1569,907046,SIDM00878,Breast,,
ACH-001078,HCC1588,HCC1588,,SIDM01820,Lung,Squamous Cell Lung Carcinoma,
ACH-000196,HCC1599,HCC1599,749713,SIDM00877,Breast,,
ACH-002374,HCC1599BL,HCC1599BL,,SIDM00876,Lymphoid,,
ACH-001828,HCC1739 BL,HCC1739BL,,,Lymphoid,,
ACH-000624,HCC1806,HCC1806,907047,SIDM00875,Breast,,
ACH-000712,HCC1833,HCC1833,,SIDM01604,Lung,Non-Small Cell Lung Carcinoma,
ACH-001079,HCC1897,HCC1897,,SIDM01814,Lung,,
ACH-000223,HCC1937,HCC1937,749714,SIDM00874,Breast,,
ACH-002375,HCC1937 BL,HCC1937BL,,SIDM00873,Lymphoid,,
ACH-000859,HCC1954,HCC1954,749709,SIDM00872,Breast,,
ACH-002384,HCC1954 BL,HCC1954BL,,SIDM00871,Lymphoid,,
ACH-000725,HCC202,HCC202,1290906,SIDM00870,Breast,,
ACH-000314,HCC2108,HCC2108,,SIDM01603,Lung,Non-Small Cell Lung Carcinoma,
ACH-000691,HCC2157,HCC2157,749715,SIDM00774,Breast,,
ACH-002381,HCC2157 BL,HCC2157BL,,SIDM00773,Lymphoid,,
ACH-002322,HCC2185,HCC2185,,,Breast,,
ACH-000755,HCC2218,HCC2218,749716,SIDM00772,Breast,,
ACH-002383,HCC2218 BL,HCC2218BL,,SIDM00696,Lymphoid,,
ACH-000731,HCC2279,HCC2279,,SIDM01602,Lung,Other Solid Cancers,
ACH-000143,HCC2429,HCC2429,,,Lung,,
ACH-000975,HCC-2450,HCC2450,,SIDM01600,Lung,Squamous Cell Lung Carcinoma,
ACH-002323,HCC2688,HCC2688,,,Breast,,
ACH-000690,HCC-2814,HCC2814,,SIDM01599,Lung,Squamous Cell Lung Carcinoma,
ACH-000150,HCC-2935,HCC2935,,SIDM01598,Lung,Non-Small Cell Lung Carcinoma,
ACH-001081,HCC2998,HCC2998,905971,SIDM00118,Bowel,,
ACH-002324,HCC3153,HCC3153,,,Breast,,
ACH-000515,HCC-33,HCC33,1303901,SIDM01071,Lung,,
ACH-000575,HCC-364,HCC364,,SIDM01597,Lung,Non-Small Cell Lung Carcinoma,
ACH-000840,HCC-366,HCC366,1240144,SIDM01070,Lung,,
ACH-000276,HCC38,HCC38,749717,SIDM00675,Breast,,
ACH-002377,HCC38 BL,HCC38BL,,SIDM00674,Lymphoid,,
ACH-000066,HCC4006,HCC4006,,,Lung,,
ACH-000667,HCC-44,HCC44,1240145,SIDM01069,Lung,,
ACH-000339,HCC461,HCC461,,SIDM01595,Lung,Non-Small Cell Lung Carcinoma,
ACH-000872,HCC515,HCC515,,,Lung,,
ACH-000467,HCC-56,HCC56,1290907,SIDM00597,Bowel,,
ACH-000668,HCC70,HCC70,907048,SIDM00673,Breast,,
ACH-000562,HCC-78,HCC78,1290908,SIDM01068,Lung,,
ACH-000012,HCC-827,HCC827,1240146,SIDM01067,Lung,,
ACH-002333,HCC-827-GR,HCC827GR,,,Lung,,
ACH-000029,HCC827-GR5,HCC827GR5,,SIDM01636,Lung,Non-Small Cell Lung Carcinoma,
ACH-000454,HCC95,HCC95,,SIDM01593,Lung,Squamous Cell Lung Carcinoma,
ACH-002243,HCE-4,HCE4,753559,SIDM00052,Esophagus/Stomach,,
ACH-002336,HCET,HCET,907049,SIDM00075,Eye,,
ACH-002981,HCM-BROD-0098-C15,HCMBROD0098C15,,,Esophagus/Stomach,,
ACH-002837,HCM-BROD-0100-C15,HCMBROD0100C15,,,Esophagus/Stomach,,
ACH-002733,HCM-BROD-0477-C16,HCMBROD0477C16,,,Esophagus/Stomach,,
ACH-002871,HCM-BROD-0489-C15,HCMBROD0489C15,,,Esophagus/Stomach,,
ACH-001515,HCS-2,HCS2,,SIDM01815,Cervix,Cervical Carcinoma,
ACH-001516,HCSC-1,HCSC1,,SIDM01816,Cervix,Cervical Carcinoma,
ACH-000971,HCT 116,HCT116,905936,SIDM00783,Bowel,,
ACH-000997,HCT-15,HCT15,905937,SIDM00789,Bowel,,
ACH-001084,HCT-8,HCT8,998180,SIDM00786,Bowel,,
ACH-000267,HDLM-2,HDLM2,924110,SIDM01064,Lymphoid,,
ACH-001349,HD-MB03,HDMB03,,,CNS/Brain,,
ACH-000190,HD-MY-Z,HDMYZ,907050,SIDM01063,Myeloid,,
ACH-000643,HDQ-P1,HDQP1,1290922,SIDM01062,Breast,,
ACH-001517,HEC-1,HEC1,907051,SIDM00596,Uterus,,
ACH-000990,HEC-108,HEC108,,SIDM01608,Endometrium,Endometrial Carcinoma,
ACH-001518,HEC-116,HEC116,2030467,SIDM02133,Uterus,Endometrial Carcinoma,
ACH-000972,HEC-151,HEC151,,SIDM01609,Endometrium,Endometrial Carcinoma,
ACH-000954,HEC-1-A,HEC1A,,SIDM00595,Uterus,,
ACH-000941,HEC-1-B,HEC1B,,SIDM01241,Uterus,,
ACH-000996,HEC-251,HEC251,,SIDM01611,Endometrium,Endometrial Carcinoma,
ACH-000946,HEC-265,HEC265,,SIDM01612,Endometrium,Endometrial Carcinoma,
ACH-000831,HEC-50B,HEC50B,,SIDM01614,Endometrium,Endometrial Carcinoma,
ACH-000994,HEC-59,HEC59,,SIDM01617,Endometrium,Endometrial Carcinoma,
ACH-000984,HEC-6,HEC6,,SIDM01619,Endometrium,Endometrial Carcinoma,
ACH-000049,HEK-TE,HEKTE,,SIDM01723,Kidney,Non-Cancerous,
ACH-000004,HEL,HEL,907053,SIDM00594,Myeloid,,
ACH-000005,HEL-92-1-7,HEL9217,907054,SIDM00593,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-001086,HeLa,HELA,1298134,SIDM00846,Cervix,,
ACH-001519,H-EMC-SS,HEMCSS,907290,SIDM00535,Bone,,
ACH-000625,Hep 3B2.1-7,HEP3B217,1240147,SIDM00672,Liver,,
ACH-000739,Hep-G2,HepG2,1298135,SIDM00904,Liver,Hepatocellular Carcinoma,
ACH-002140,Hey,HEY,1479988,SIDM00968,Ovary/Fallopian Tube,,
ACH-000542,Hey-A8,HEYA8,1479989,SIDM01215,Ovary/Fallopian Tube,,
ACH-003108,HF,HF,,,Lymphoid,,
ACH-001520,HG-3,HG3,,SIDM01817,Haematopoietic and Lymphoid,Other Blood Cancers,
ACH-000847,HGC-27,HGC27,907055,SIDM00290,Esophagus/Stomach,,
ACH-000061,HH,HH,907056,SIDM00671,Lymphoid,,
ACH-002026,HHUA,HHUA,2030474,,Uterus,,
ACH-002047,HIRS-BM,HIRSBM,,,Uterus,,
ACH-001087,HK-2,HK2,,SIDM01818,Kidney,,
ACH-001521,HKA-1,HKA1,,SIDM01620,Skin,Head and Neck Carcinoma,
ACH-002070,HKBMM,HKBMM,,,CNS/Brain,,
ACH-001852,HKGZ-CC,HKGZCC,,SIDM01819,Biliary Tract,Biliary Tract Carcinoma,
ACH-000002,HL-60,HL60,905938,SIDM00829,Myeloid,,
ACH-001088,HLC-1,HLC1,,SIDM01805,Lung,Non-Small Cell Lung Carcinoma,
ACH-001089,HLE,HLE,907057,SIDM00064,Liver,,
ACH-000393,HLF,HLF,998181,SIDM00065,Liver,,
ACH-000797,HLF-a,HLFa,,SIDM01710,Lung,Squamous Cell Lung Carcinoma,
ACH-000721,HMC-1-8,HMC18,,SIDM01622,Breast,Breast Carcinoma,
ACH-000931,HMCB,HMCB,,SIDM00914,Skin,,
ACH-000642,HMEL,HMEL,,,Breast,,
ACH-002033,HMMME,HMMME,,,Pleura,,
ACH-002040,HMV-II,HMVII,907058,SIDM00291,Vulva/Vagina,,
ACH-001522,HMY-1,HMY1,,SIDM01623,Skin,Melanoma,
ACH-001090,HN,HN,907059,SIDM01061,Head and Neck,,
ACH-000299,HNT-34,HNT34,,SIDM01621,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,
ACH-002244,HO-1-N-1,HO1N1,924111,SIDM00592,Head and Neck,,
ACH-002045,HO-1-u-1,HO1U1,753561,SIDM00591,Head and Neck,,
ACH-002019,HOKUG,HOKUG,877465,,Cervix,,
ACH-000861,HOP-62,HOP62,905972,SIDM00133,Lung,,
ACH-000825,HOP-92,HOP92,905973,SIDM00134,Lung,,
ACH-000613,HOS,HOS,907060,SIDM00806,Bone,,
ACH-002041,HOTHC,HOTHC,,,Thyroid,,
ACH-002027,HOUA-I,HOUAI,713498,SIDM02107,Endometrium,Endometrial Carcinoma,
ACH-000270,HPAC,HPAC,1298136,SIDM00670,Pancreas,,
ACH-000094,HPAF-II,HPAFII,724869,SIDM00669,Pancreas,,
ACH-000942,HPB-ALL,HPBALL,,SIDM01618,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,
ACH-001091,HRT18,HRT18,,SIDM00788,Bowel,,
ACH-000088,Hs-172-T,Hs172T,,SIDM01616,Bladder,Bladder Carcinoma,
ACH-000131,Hs-229-T,Hs229T,,SIDM01615,Lung,Non-Small Cell Lung Carcinoma,
ACH-000199,Hs-255-T,Hs255T,,SIDM01613,Large Intestine,Colorectal Carcinoma,
ACH-000134,Hs-274-T,Hs274T,,SIDM01592,Breast,Breast Carcinoma,
ACH-000083,Hs-281-T,Hs281T,,SIDM01594,Breast,Breast Carcinoma,
ACH-000014,Hs 294T,HS294T,,SIDM00800,Skin,,
ACH-000184,Hs-343-T,Hs343T,,SIDM01590,Breast,Breast Carcinoma,
ACH-002245,Hs-445,HS445,1322218,SIDM00668,Lymphoid,,
ACH-001092,Hs-571-T,Hs571T,,SIDM01707,Ovary,Ovarian Carcinoma,
ACH-000148,Hs 578T,HS578T,905957,SIDM00135,Breast,,
ACH-000240,Hs-600-T,Hs600T,,SIDM01580,Skin,Melanoma,
ACH-002483,Hs 602,HS602,,,Lymphoid,,
ACH-001093,Hs-604-T,Hs604T,,SIDM01706,Haematopoietic and Lymphoid,Hodgkin's Lymphoma,
ACH-000540,Hs-606-T,Hs606T,,SIDM01591,Breast,Breast Carcinoma,
ACH-000069,Hs-611-T,Hs611T,,SIDM01567,Haematopoietic and Lymphoid,Hodgkin's Lymphoma,
ACH-000063,Hs-616-T,Hs616T,,SIDM01566,Haematopoietic and Lymphoid,Hodgkin's Lymphoma,
ACH-000539,Hs-618-T,Hs618T,,SIDM01565,Lung,Non-Small Cell Lung Carcinoma,
ACH-002246,Hs 633.T,HS633T,1240149,SIDM00667,Soft Tissue,,
ACH-000214,Hs-675-T,Hs675T,,SIDM01564,Large Intestine,Colorectal Carcinoma,
ACH-000067,Hs 683,HS683,1240150,SIDM00666,CNS/Brain,,
ACH-000306,Hs-688A-T,Hs688AT,,SIDM01563,Skin,Melanoma,
ACH-000799,Hs-695-T,Hs695T,,SIDM01561,Skin,Melanoma,
ACH-000850,Hs-698-T,Hs698T,,SIDM01705,Large Intestine,Colorectal Carcinoma,
ACH-000071,Hs-706-T,Hs706T,,SIDM01704,Bone,Other Solid Cancers,
ACH-000133,Hs-729-T,Hs729T,,SIDM01560,Soft Tissue,Rhabdomyosarcoma,
ACH-000185,Hs-737-T,Hs737T,,SIDM01703,Bone,Other Solid Cancers,
ACH-000413,Hs-739-T,Hs739T,,SIDM01702,Breast,Breast Carcinoma,
ACH-000230,Hs-742-T,Hs742T,,SIDM01701,Breast,Breast Carcinoma,
ACH-000616,Hs 746T,HS746T,1240151,SIDM00665,Esophagus/Stomach,,
ACH-000165,Hs-751-T,Hs751T,,SIDM01700,Haematopoietic and Lymphoid,Hodgkin's Lymphoma,
ACH-000178,Hs 766T,HS766T,1298141,SIDM00664,Pancreas,,
ACH-000224,Hs-819-T,Hs819T,,SIDM01699,Bone,Chondrosarcoma,
ACH-000526,Hs-821-T,Hs821T,,SIDM01698,Bone,Other Solid Cancers,
ACH-000229,Hs-822-T,Hs822T,,SIDM01697,Bone,Ewing's Sarcoma,
ACH-000275,Hs-834-T,Hs834T,,SIDM01709,Skin,Melanoma,
ACH-000180,Hs-839-T,Hs839T,,SIDM01724,Skin,Melanoma,
ACH-000284,Hs-840-T,Hs840T,,SIDM01725,Head and Neck,Non-Cancerous,
